IRIS_ID	NAME	Variety_Name_verif	COUNTRY	REGION	K9_cluster	Initial_subpop
IRIS_313-11464	CARAWI	CARAWI	Philippines	As5	GJ-trp	trop
IRIS_313-11465	DINORADO	DINORADO	Philippines	As5	GJ-trp	trop
IRIS_313-11467	MACAPAGAL	MACAPAGAL	Philippines	As5	XI-3	ind3
IRIS_313-11471	CULALANSI	CULALANSI	Philippines	As5	XI-adm	indx
IRIS_313-11472	BANGBANG	BANGBANG	Philippines	As5	XI-3	ind3
IRIS_313-11473	KINTOMAN_(TOD_DOY)	KINTOMAN(TOD-DOY)	Philippines	As5	GJ-trp	trop
IRIS_313-11476	KALIPINCH	KALIPINCH	India	As2a	cA_(Aus)	aus
IRIS_313-11477	KANPURI	KANPURI	India	As2a	cA_(Aus)	aus
IRIS_313-11478	LOCAL	LOCAL	India	As2a	XI-2	ind2
IRIS_313-11479	VANKALI	VANKALI	India	As2a	GJ-trp	trop
IRIS_313-11480	PR_106	PR106	India	As2a	XI-1B	ind1B
IRIS_313-11481	BINNAFUL	BINNAFUL	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11482	BONGEZA	BONGEZA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11483	BOTESHSHORE	BOTESHSHORE	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11484	EJALI	EJALI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11485	RAMINAD_(GERMAN)	RAMINAD(GERMAN)	Philippines	As5	XI-3	ind3
IRIS_313-11486	KHAGRAI_DIGHA	KHAGRAI_DIGHA	Bangladesh	As2c	admix	admix
IRIS_313-11487	LALDIGHA	LALDIGHA	Bangladesh	As2c	XI-2	ind2
IRIS_313-11489	KALU_T_139	KALU_T_139	India	As2a	cA_(Aus)	aus
IRIS_313-11490	ARC_15480	ARC_15480	India	As2e	XI-adm	indx
IRIS_313-11491	BIR_BAHADUR	BIR_BAHADUR	India	As2a	XI-2	ind2
IRIS_313-11492	SIRHANTI	SIRHANTI	India	As2a	cA_(Aus)	aus
IRIS_313-11493	AR_133	AR_133	India	As2a	XI-adm	indx
IRIS_313-11494	IC_25690	IC25690	India	As2a	GJ-sbtrp	subtrop
IRIS_313-11495	ANENOE	ANENOE	Indonesia	As5	GJ-trp	trop
IRIS_313-11496	BALU_PRIA	BALU_PRIA	Indonesia	As5	GJ-trp	trop
IRIS_313-11497	PADI_ARA	PADI_ARA	Indonesia	As5	XI-2	ind2
IRIS_313-11498	PADI_HEDENG_(REKET_HEDENG)	PADI_HEDENG(REKET_HEDENG)	Indonesia	As5	GJ-trp	trop
IRIS_313-11499	PADI_UDANG	PADI_UDANG	Indonesia	As5	GJ-trp	trop
IRIS_313-11500	SKK	SKK	Indonesia	As5	XI-2	ind2
IRIS_313-11505	K_1074	K_1074	India	As2a	XI-2	ind2
IRIS_313-11506	K_15591-4	K_15591-4	India	As2a	XI-adm	indx
IRIS_313-11507	TV_30	TV30	Vietnam	As4	XI-1B	ind1B
IRIS_313-11508	PAWNG_AEW_1	PAWNG_AEW_1	Thailand	As4	XI-3	ind3
IRIS_313-11509	PRADOO_DAENG	PRADOO_DAENG	Thailand	As4	XI-3	ind3
IRIS_313-11510	A_69-1	A_69-1	SriLanka	As2	XI-adm	indx
IRIS_313-11511	WAGASAN_(RED)	WAGASAN(RED)	Philippines	As5	GJ-trp	trop
IRIS_313-11512	OYAK_PAKANG	OYAK_PAKANG	Philippines	As5	XI-adm	indx
IRIS_313-11513	CHATO	CHATO	Ecuador	Am	XI-1B	ind1B
IRIS_313-11515	BKN_BR_1031-78-5-4	BKN-BR-1031-78-5-4	0	0	XI-adm	indx
IRIS_313-11516	IR_3839-1	IR_3839-1	Philippines	As5	XI-adm	indx
IRIS_313-11517	IR_4432-28-5	IR_4432-28-5	Philippines	As5	XI-1B	ind1B
IRIS_313-11521	TAN_NONG	TAN_NONG	Vietnam	As4	XI-adm	indx
IRIS_313-11522	XINTUAN_HEI_GU	XINTUAN_HEI_GU	China	As6	GJ-adm	japx
IRIS_313-11523	ADIALLO	ADIALLO	Senegal	Af1	XI-adm	indx
IRIS_313-11524	KOUINONEPOU	KOUINONEPOU	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11525	DIAMBARANG	DIAMBARANG	Guinea-Bissau	Af1	XI-3	ind3
IRIS_313-11526	FOSSA_(GBE)	FOSSA(GBE)	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11527	GOLO	GOLO	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11528	ZO	ZO	IvoryCoast	Af1	XI-3	ind3
IRIS_313-11530	JAO_KHAO	JAO_KHAO	Thailand	As4	XI-3	ind3
IRIS_313-11532	MARIA_GAKIT	MARIA_GAKIT	Philippines	As5	GJ-trp	trop
IRIS_313-11534	NAHNG_KHAO_BOW	NAHNG_KHAO_BOW	Thailand	As4	XI-3	ind3
IRIS_313-11535	PAH_DI_MI_RAHK	PAH_DI_MI_RAHK	Thailand	As4	XI-3	ind3
IRIS_313-11536	WIR_2091	WIR_2091	Georgia	Eu	GJ-tmp	temp
IRIS_313-11537	J_6_IR_438_(WC_694)	J_6_IR438(WC694)	Philippines	As5	GJ-trp	trop
IRIS_313-11538	J_6_IR_520_(WC_693)	J_6_IR520(WC693)	Philippines	As5	XI-1B	ind1B
IRIS_313-11539	SP_6_(WC_836)	SP6(WC836)	0	0	GJ-trp	trop
IRIS_313-11540	PATIE_ROUGE	PATIE_ROUGE	Guinea	Af1	GJ-trp	trop
IRIS_313-11541	HOE_PHAR_THAE	HOE_PHAR_THAE	Myanmar	As3	XI-adm	indx
IRIS_313-11542	KHAO_KUM_PAR	KHAO_KUM_PAR	Myanmar	As3	admix	admix
IRIS_313-11543	KYUN_TAW_SEIN	KYUN_TAW_SEIN	Myanmar	As3	XI-3	ind3
IRIS_313-11544	LINPAN_CHAW	LINPAN_CHAW	Myanmar	As3	XI-adm	indx
IRIS_313-11545	MOE_GAUNG_PYU	MOE_GAUNG_PYU	Myanmar	As3	XI-adm	indx
IRIS_313-11546	NGA_CHAN_HMWE	NGA_CHAN_HMWE	Myanmar	As3	XI-adm	indx
IRIS_313-11547	SHWE_SABA	SHWE_SABA	Myanmar	As3	XI-adm	indx
IRIS_313-11548	TAUNG_LWIN	TAUNG_LWIN	Myanmar	As3	XI-adm	indx
IRIS_313-11549	TAUNGYA_SABA	TAUNGYA_SABA	Myanmar	As3	XI-adm	indx
IRIS_313-11551	FELEGBASEH	FELEGBASEH	SierraLeone	Af1	XI-3	ind3
IRIS_313-11554	PA_RABICHINA	PA_RABICHINA	SierraLeone	Af1	XI-3	ind3
IRIS_313-11555	PA_WOON	PA_WOON	SierraLeone	Af1	XI-adm	indx
IRIS_313-11556	TUBMAN	TUBMAN	SierraLeone	Af1	XI-3	ind3
IRIS_313-11557	GORIA	GORIA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11558	NULI	NULI	Bangladesh	As2c	XI-2	ind2
IRIS_313-11561	BANGLA	BANGLA	Nepal	As2b	XI-2	ind2
IRIS_313-11563	BIJULI_BATI	BIJULI_BATI	Nepal	As2b	XI-2	ind2
IRIS_313-11564	HALIDA	HALIDA	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11565	KUSUM_KATIKI	KUSUM_KATIKI	Nepal	As2b	XI-2	ind2
IRIS_313-11566	MOONOR	MOONOR	Nepal	As2b	XI-2	ind2
IRIS_313-11567	RATO_BASMATI	RATO_BASMATI	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11568	SATHIYA	SATHIYA	Nepal	As2b	XI-1A	ind1A
IRIS_313-11570	GENG_77-4	GENG_77-4	China	As6	XI-adm	indx
IRIS_313-11571	BAI_MANG_AI_ZHONG	BAI_MANG_AI_ZHONG	China	As6	GJ-tmp	temp
IRIS_313-11572	BAI_MI_TIE_QIU	BAI_MI_TIE_QIU	China	As6	XI-1A	ind1A
IRIS_313-11573	GAO_LIANG_ZAO	GAO_LIANG_ZAO	China	As6	XI-adm	indx
IRIS_313-11574	HEI_TOU_HONG	HEI_TOU_HONG	China	As6	GJ-tmp	temp
IRIS_313-11575	HONG_PI_NUO	HONG_PI_NUO	China	As6	GJ-tmp	temp
IRIS_313-11576	JIANG_HUI_DAO	JIANG_HUI_DAO	China	As6	XI-adm	indx
IRIS_313-11577	LANG_QIAN_CHE	LANG_QIAN_CHE	China	As6	XI-1A	ind1A
IRIS_313-11578	LUAN_DAO	LUAN_DAO	China	As6	GJ-tmp	temp
IRIS_313-11579	SHAN_GU	SHAN_GU	China	As6	XI-1A	ind1A
IRIS_313-11580	TAI_ZHOU_XIAN	TAI_ZHOU_XIAN	China	As6	XI-adm	indx
IRIS_313-11582	WAN_GENG_BAI_DAO_TOU	WAN_GENG_BAI_DAO_TOU	China	As6	GJ-tmp	temp
IRIS_313-11584	YI_SUI_QI	YI_SUI_QI	China	As6	GJ-tmp	temp
IRIS_313-11585	ACC_1286	ACC_1286	China	As6	XI-1A	ind1A
IRIS_313-11586	36037-1	36037-1	China	As6	GJ-tmp	temp
IRIS_313-11588	MR_69	MR69	Malaysia	As4	XI-3	ind3
IRIS_313-11591	PULUT_MERAH_2	PULUT_MERAH_2	Malaysia	As4	admix	admix
IRIS_313-11594	CHAN_THANH_HOA	CHAN_THANH_HOA	Vietnam	As4	XI-adm	indx
IRIS_313-11595	AMAKOYALI	AMAKOYALI	India	As2a	cA_(Aus)	aus
IRIS_313-11596	BHAINSA_MUNDARIYA	BHAINSA_MUNDARIYA	India	As2a	XI-adm	indx
IRIS_313-11597	BHATA_PYAGI	BHATA_PYAGI	India	As2a	XI-2	ind2
IRIS_313-11598	GODADANI	GODADANI	India	As2a	admix	admix
IRIS_313-11599	JUGRAY	JUGRAY	India	As2a	XI-2	ind2
IRIS_313-11600	KOTODESHI	KOTODESHI	India	As2a	XI-2	ind2
IRIS_313-11602	MALCHI	MALCHI	India	As2a	cA_(Aus)	aus
IRIS_313-11603	PANDRI_PAREWA	PANDRI_PAREWA	India	As2a	cA_(Aus)	aus
IRIS_313-11604	SUGARKAND	SUGARKAND	India	As2a	cA_(Aus)	aus
IRIS_313-11606	BOKDEL	BOKDEL	India	As2a	XI-2	ind2
IRIS_313-11607	HOLDIGANTHI	HOLDIGANTHI	India	As2a	XI-2	ind2
IRIS_313-11608	KHAO_BAWNG	KHAO_BAWNG	Thailand	As4	XI-3	ind3
IRIS_313-11609	MAE_HAWM	MAE_HAWM	Thailand	As4	XI-3	ind3
IRIS_313-11610	WUA_PAN_LAK	WUA_PAN_LAK	Thailand	As4	XI-3	ind3
IRIS_313-11611	YAH_YAW	YAH_YAW	Thailand	As4	GJ-trp	trop
IRIS_313-11615	MANARE_(PHOM)	MANARE(PHOM)	Guinea	Af1	XI-3	ind3
IRIS_313-11616	UPRH_31	UPRH31	India	As2a	admix	admix
IRIS_313-11617	UPRH_33	UPRH33	India	As2a	cA_(Aus)	aus
IRIS_313-11618	UPRH_58	UPRH58	India	As2a	cA_(Aus)	aus
IRIS_313-11619	UPRH_166	UPRH166	India	As2a	cA_(Aus)	aus
IRIS_313-11620	UPRH_197	UPRH197	India	As2a	cA_(Aus)	aus
IRIS_313-11621	UPRH_265	UPRH265	India	As2a	XI-adm	indx
IRIS_313-11622	JUAN_YE_LAI	JUAN_YE_LAI	China	As6	XI-1A	ind1A
IRIS_313-11623	KAO_SONG_HAI	KAO_SONG_HAI	China	As6	GJ-sbtrp	subtrop
IRIS_313-11624	ANADI_WHITE	ANADI_WHITE	Nepal	As2b	XI-1A	ind1A
IRIS_313-11625	CHOBO	CHOBO	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11626	GUDURA	GUDURA	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11627	JADO	JADO	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11628	KARISHNABELI	KARISHNABELI	Nepal	As2b	admix	admix
IRIS_313-11629	LATIJHABAR	LATIJHABAR	Nepal	As2b	cA_(Aus)	aus
IRIS_313-11630	POHHERLIMASION	POHHERLIMASION	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11632	SETO_JHINUWA	SETO_JHINUWA	Nepal	As2b	cB_(Bas)	aro
IRIS_313-11635	GAM_PERNG	GAM_PERNG	Thailand	As4	XI-3	ind3
IRIS_313-11636	NCS_271_A	NCS271_A	India	As2a	cA_(Aus)	aus
IRIS_313-11638	NCS_331	NCS331	India	As2a	XI-2	ind2
IRIS_313-11639	NCS_349	NCS349	India	As2a	XI-adm	indx
IRIS_313-11640	NCS_458	NCS458	India	As2a	XI-2	ind2
IRIS_313-11641	NCS_477	NCS477	India	As2a	XI-2	ind2
IRIS_313-11642	NCS_599	NCS599	India	As2a	XI-2	ind2
IRIS_313-11643	NCS_603_B	NCS603_B	India	As2a	XI-1B	ind1B
IRIS_313-11644	NCS_745	NCS745	India	As2a	XI-2	ind2
IRIS_313-11645	NCS_766	NCS766	India	As2a	XI-2	ind2
IRIS_313-11646	NCS_771_A	NCS771_A	India	As2a	XI-2	ind2
IRIS_313-11647	NCS_809_A	NCS809_A	India	As2a	XI-2	ind2
IRIS_313-11648	NCS_830	NCS830	India	As2a	XI-2	ind2
IRIS_313-11650	NCS_901_A	NCS901_A	India	As2a	XI-2	ind2
IRIS_313-11651	FEI_ZHAO_12	FEI_ZHAO_12	China	As6	GJ-tmp	temp
IRIS_313-11652	GONG_SHE_9	GONG_SHE_9	China	As6	GJ-tmp	temp
IRIS_313-11653	MA_SHE_8	MA_SHE_8	China	As6	GJ-tmp	temp
IRIS_313-11654	PL_3165	PL_3165	China	As6	GJ-tmp	temp
IRIS_313-11655	SI_WAN_14	SI_WAN_14	China	As6	GJ-tmp	temp
IRIS_313-11656	B_3913_B_16-20_ST_28	B_3913_B_16-20_ST_28	Indonesia	As5	XI-adm	indx
IRIS_313-11657	EX_WUKARI_(WILD)	EX_WUKARI(WILD)	Nigeria	Af1	XI-2	ind2
IRIS_313-11658	MANYALOJOPOIHUN	MANYALOJOPOIHUN	SierraLeone	Af1	GJ-trp	trop
IRIS_313-11659	TOBOHUN	TOBOHUN	SierraLeone	Af1	GJ-trp	trop
IRIS_313-11660	WULE_DASIMA	WULE_DASIMA	Liberia	Af1	GJ-trp	trop
IRIS_313-11661	91-382	91-382	Bhutan	As2d	GJ-tmp	temp
IRIS_313-11663	MARHARORA	MARHARORA	Zimbabwe	Af3	admix	admix
IRIS_313-11664	CUN_GU_NUO	CUN_GU_NUO	China	As6	XI-adm	indx
IRIS_313-11665	JIN_HUA_258	JIN_HUA_258	China	As6	XI-1A	ind1A
IRIS_313-11666	LONG_GE_33	LONG_GE_33	China	As6	XI-adm	indx
IRIS_313-11667	LUO_AI_ZAO_3	LUO_AI_ZAO_3	China	As6	XI-1A	ind1A
IRIS_313-11668	RONG_DAO_4	RONG_DAO_4	China	As6	XI-1A	ind1A
IRIS_313-11669	F_478	F_478	China	As6	XI-adm	indx
IRIS_313-11671	DERAWA	DERAWA	Nepal	As2b	XI-2	ind2
IRIS_313-11672	RAI_MANULA	RAI_MANULA	Nepal	As2b	GJ-tmp	temp
IRIS_313-11673	BURI_BURING	BURI-BURING	Philippines	As5	GJ-trp	trop
IRIS_313-11674	BEUA_KAE	BEUA_KAE	Thailand	As4	XI-3	ind3
IRIS_313-11676	E_MOOM	E-MOOM	Thailand	As4	XI-3	ind3
IRIS_313-11677	E_NAWN_KHAO	E-NAWN_KHAO	Thailand	As4	XI-3	ind3
IRIS_313-11678	E_PLUAK	E-PLUAK	Thailand	As4	XI-3	ind3
IRIS_313-11679	GASET_BOW	GASET_BOW	Thailand	As4	XI-3	ind3
IRIS_313-11680	KHAO_BUN_MI	KHAO_BUN_MI	Thailand	As4	XI-3	ind3
IRIS_313-11681	KHAO'_PAWM	KHAO'_PAWM	Thailand	As4	XI-3	ind3
IRIS_313-11682	MA_EUE	MA_EUE	Thailand	As4	XI-3	ind3
IRIS_313-11683	NIAW_KHIAW_NGOO	NIAW_KHIAW_NGOO	Thailand	As4	XI-3	ind3
IRIS_313-11684	OB_CHUEY	OB_CHUEY	Thailand	As4	XI-3	ind3
IRIS_313-11685	PLAWNG_SAENG	PLAWNG_SAENG	Thailand	As4	XI-3	ind3
IRIS_313-11686	QUAHNG_LUANG	QUAHNG_LUANG	Thailand	As4	XI-3	ind3
IRIS_313-11687	SA_GAE	SA_GAE	Thailand	As4	XI-3	ind3
IRIS_313-11688	SIA_MOO	SIA_MOO	Thailand	As4	XI-3	ind3
IRIS_313-11689	DECHANGBYEO	DECHANGBYEO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-11690	KOCHUM	KOCHUM	Bhutan	As2d	admix	admix
IRIS_313-11691	SHANGYIPA	SHANGYIPA	Bhutan	As2d	GJ-sbtrp	subtrop
IRIS_313-11692	CHIAYI_WU-K'O	CHIAYI-WU-K'O	Taiwan	As6	XI-1A	ind1A
IRIS_313-11693	CHING_CH'UNG	CHING-CH'UNG	Taiwan	As6	XI-adm	indx
IRIS_313-11694	CHING_LIU	CHING-LIU	Taiwan	As6	XI-adm	indx
IRIS_313-11695	HSIN-T'AO_YUAN_CHING_YU	HSIN-T'AO-YUAN-CHING-YU	Taiwan	As6	XI-1A	ind1A
IRIS_313-11698	TAIPEI_167	TAIPEI_167	Taiwan	As6	cB_(Bas)	aro
IRIS_313-11700	DAW_NOK_KAEN	DAW_NOK_KAEN	Thailand	As4	XI-3	ind3
IRIS_313-11702	CN_1067	CN1067	UnitedStates	Am	GJ-tmp	temp
IRIS_313-11704	BAHN_DAENG	BAHN_DAENG	Thailand	As4	XI-3	ind3
IRIS_313-11705	DAWK_PUD_KHAO	DAWK_PUD_KHAO	Thailand	As4	XI-3	ind3
IRIS_313-11706	KHAO'_NOK_4	KHAO'_NOK-4	Thailand	As4	XI-3	ind3
IRIS_313-11707	KHAO_SAHKORN	KHAO_SAHKORN	Thailand	As4	XI-3	ind3
IRIS_313-11708	KHAO_YAI_GUANG	KHAO_YAI_GUANG	Thailand	As4	XI-3	ind3
IRIS_313-11709	LEUANG_KHAJAWN	LEUANG_KHAJAWN	Thailand	As4	XI-3	ind3
IRIS_313-11710	LEUANG_MAI	LEUANG_MAI	Thailand	As4	XI-3	ind3
IRIS_313-11711	RAI_MAHK_MEUANG	RAI_MAHK_MEUANG	Thailand	As4	XI-3	ind3
IRIS_313-11712	GORA_DHAN_2	GORA_DHAN_2	India	As2a	cA_(Aus)	aus
IRIS_313-11713	ITA_245	ITA_245	Nigeria	Af1	XI-3	ind3
IRIS_313-11714	CHAMPION	CHAMPION	Guyana	Am	XI-adm	indx
IRIS_313-11716	SOSSOKA	SOSSOKA	Guinea	Af1	XI-3	ind3
IRIS_313-11717	JATI_MANI	JATI_MANI	Indonesia	As5	XI-adm	indx
IRIS_313-11719	DAWK_PUT	DAWK_PUT	Thailand	As4	XI-3	ind3
IRIS_313-11720	DAW_85	DAW_85	Thailand	As4	XI-3	ind3
IRIS_313-11721	GAEW_DAENG	GAEW_DAENG	Thailand	As4	XI-3	ind3
IRIS_313-11722	KABERI	KABERI	Bangladesh	As2c	XI-adm	indx
IRIS_313-11723	DISSIGBE	DISSIGBE	Guinea	Af1	XI-2	ind2
IRIS_313-11724	KONYAN	KONYAN	Guinea	Af1	XI-3	ind3
IRIS_313-11725	ZUIHOU	ZUIHOU	Japan	As7	GJ-tmp	temp
IRIS_313-11726	GUANG_QING_334	GUANG_QING_334	China	As6	XI-1A	ind1A
IRIS_313-11727	HONG_YANG_ZAO_3	HONG_YANG_ZAO_3	China	As6	XI-1A	ind1A
IRIS_313-11728	LUO_SI_ZHAN	LUO_SI_ZHAN	China	As6	XI-3	ind3
IRIS_313-11729	MEI_LIU_ZAO_5	MEI_LIU_ZAO_5	China	As6	XI-adm	indx
IRIS_313-11730	QING_ER_XIAO_2	QING_ER_XIAO_2	China	As6	XI-adm	indx
IRIS_313-11731	QING_TAI_AI	QING_TAI_AI	China	As6	XI-adm	indx
IRIS_313-11732	QING_ZAO_3	QING_ZAO_3	China	As6	XI-1A	ind1A
IRIS_313-11733	SHUANG_BAI_AI_2	SHUANG_BAI_AI_2	China	As6	XI-1A	ind1A
IRIS_313-11734	SI_CHAO_1	SI_CHAO_1	China	As6	XI-1A	ind1A
IRIS_313-11735	YI_LI_ZHONG	YI_LI_ZHONG	China	As6	XI-adm	indx
IRIS_313-11736	MALAGKIT_(PINELIPE)	MALAGKIT(PINELIPE)	Philippines	As5	GJ-trp	trop
IRIS_313-11737	CHUNDI	CHUNDI	India	As2a	cA_(Aus)	aus
IRIS_313-11738	PAUNDRI	PAUNDRI	India	As2a	XI-2	ind2
IRIS_313-11739	NAKPUI	NAKPUI	Ghana	Af1	GJ-trp	trop
IRIS_313-11740	UGAGA	UGAGA	Ghana	Af1	XI-adm	indx
IRIS_313-11741	HERATH_BANDA	HERATH_BANDA	SriLanka	As2	XI-2	ind2
IRIS_313-11742	KALIBAJARI	KALIBAJARI	India	As2a	cA_(Aus)	aus
IRIS_313-11743	CHHOTI_MASHINO	CHHOTI_MASHINO	Bhutan	As2d	cB_(Bas)	aro
IRIS_313-11744	AI_JIAO_AO_FAN_ZI	AI_JIAO_AO_FAN_ZI	China	As6	XI-adm	indx
IRIS_313-11745	AN_FU_ZHAN	AN_FU_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11746	E_2070	E_2070	China	As6	XI-1A	ind1A
IRIS_313-11747	E_4197	E_4197	China	As6	XI-adm	indx
IRIS_313-11748	GAO_JIAO_YING_GAN_ZHAN	GAO_JIAO_YING_GAN_ZHAN	China	As6	XI-adm	indx
IRIS_313-11750	L_10595	L_10595	China	As6	XI-adm	indx
IRIS_313-11751	L_10833	L_10833	China	As6	XI-adm	indx
IRIS_313-11752	M_6034-1	M_6034-1	China	As6	XI-1A	ind1A
IRIS_313-11753	XIANG_CHANG_ZAO	XIANG_CHANG_ZAO	China	As6	XI-1A	ind1A
IRIS_313-11754	AMBOHIMANDAY	AMBOHIMANDAY	Madagascar	Mad	admix	admix
IRIS_313-11755	A_2-257	A_2-257	Liberia	Af1	GJ-trp	trop
IRIS_313-11756	BENGALI_VAKAHANA_1448	BENGALI_VAKAHANA_1448	Madagascar	Mad	GJ-trp	trop
IRIS_313-11757	BORIZINA_640	BORIZINA_640	Madagascar	Mad	XI-3	ind3
IRIS_313-11758	FOFFI	FOFFI	IvoryCoast	Af1	XI-2	ind2
IRIS_313-11759	K_2_C_45	K_2_C_45	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11760	MENAHARA_505	MENAHARA_505	Madagascar	Mad	XI-2	ind2
IRIS_313-11761	NS_199	NS199	IvoryCoast	Af1	XI-2	ind2
IRIS_313-11762	NS_1515	NS1515	Madagascar	Mad	XI-2	ind2
IRIS_313-11763	PJ_110	PJ110	Cameroon	Af2	XI-adm	indx
IRIS_313-11764	P_41	P_41	Liberia	Af1	XI-3	ind3
IRIS_313-11765	P_335	P_335	Liberia	Af1	cB_(Bas)	aro
IRIS_313-11766	TSIMIAKABIJA	TSIMIAKABIJA	Madagascar	Mad	admix	admix
IRIS_313-11767	VARY_LAVA_DE_BOLOGNE	VARY_LAVA_DE_BOLOGNE	Madagascar	Mad	admix	admix
IRIS_313-11772	ROJON'NY_NTAOLO	ROJON'NY_NTAOLO	Madagascar	Mad	XI-2	ind2
IRIS_313-11773	AUS_78-125	AUS_78-125	Gambia	Af1	XI-3	ind3
IRIS_313-11779	KATUMANI	KATUMANI	Tanzania	Af3	XI-3	ind3
IRIS_313-11780	KILOMBERO	KILOMBERO	Tanzania	Af3	XI-3	ind3
IRIS_313-11782	MALAGASY	MALAGASY	Zambia	Af3	XI-2	ind2
IRIS_313-11783	MAMA_TABALI	MAMA_TABALI	Gambia	Af1	XI-adm	indx
IRIS_313-11784	MBEIMBEIHUN	MBEIMBEIHUN	SierraLeone	Af1	XI-1B	ind1B
IRIS_313-11785	MOSHI	MOSHI	Tanzania	Af3	XI-3	ind3
IRIS_313-11786	N'YA_NOFF	N'YA_NOFF	Gambia	Af1	XI-3	ind3
IRIS_313-11787	TANDAKAY_FINGO	TANDAKAY_FINGO	Gambia	Af1	XI-2	ind2
IRIS_313-11788	CANLUBANG	CANLUBANG	Philippines	As5	GJ-adm	japx
IRIS_313-11789	SABORAMANDALOAFO	SABORAMANDALOAFO	Madagascar	Mad	XI-2	ind2
IRIS_313-11790	VARIRANGAHY	VARIRANGAHY	Madagascar	Mad	GJ-trp	trop
IRIS_313-11791	VARY_LAHY	VARY_LAHY	Madagascar	Mad	XI-2	ind2
IRIS_313-11792	VONBOANGY	VONBOANGY	Madagascar	Mad	GJ-trp	trop
IRIS_313-11793	KOMALIOKO	KOMALIOKO	Madagascar	Mad	XI-2	ind2
IRIS_313-11794	TSIPALA_MENAHAR	TSIPALA_MENAHAR	Madagascar	Mad	XI-2	ind2
IRIS_313-11795	DA_GU_AI_7	DA_GU_AI_7	China	As6	XI-1A	ind1A
IRIS_313-11796	DU_GEN_CHUAN	DU_GEN_CHUAN	China	As6	XI-1A	ind1A
IRIS_313-11797	E_ZI_32	E_ZI_32	China	As6	XI-1A	ind1A
IRIS_313-11798	E_ZI_100	E_ZI_100	China	As6	XI-1B	ind1B
IRIS_313-11799	E_ZI_110	E_ZI_110	China	As6	XI-1A	ind1A
IRIS_313-11800	FAN_GENG_6	FAN_GENG_6	China	As6	GJ-tmp	temp
IRIS_313-11801	FAN_WU	FAN_WU	China	As6	XI-adm	indx
IRIS_313-11802	JIE_CAO_ZHAN	JIE_CAO_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11803	MAO_ZHA_NUO	MAO_ZHA_NUO	China	As6	GJ-tmp	temp
IRIS_313-11804	QUN_XUAN_ZAO	QUN_XUAN_ZAO	China	As6	XI-1A	ind1A
IRIS_313-11805	XI_HONG_GU	XI_HONG_GU	China	As6	XI-1A	ind1A
IRIS_313-11806	78_XUAN_WU	78_XUAN_WU	China	As6	XI-1A	ind1A
IRIS_313-11807	R_582	R_582	Colombia	Am	XI-adm	indx
IRIS_313-11808	R_762	R_762	Colombia	Am	XI-adm	indx
IRIS_313-11809	MHARAKA	MHARAKA	Kenya	Af3	cA_(Aus)	aus
IRIS_313-11810	PULURE	PULURE	Kenya	Af3	XI-3	ind3
IRIS_313-11811	MOSHI	MOSHI	Kenya	Af3	XI-2	ind2
IRIS_313-11812	ASFALA	ASFALA	Kenya	Af3	XI-3	ind3
IRIS_313-11813	ZERO	ZERO	Kenya	Af3	XI-3	ind3
IRIS_313-11814	KIKUBA	KIKUBA	Kenya	Af3	XI-3	ind3
IRIS_313-11815	MOSHI	MOSHI	Kenya	Af3	XI-3	ind3
IRIS_313-11816	KARILETYONE	KARILETYONE	Myanmar	As3	XI-adm	indx
IRIS_313-11817	KHAOSAING	KHAOSAING	Myanmar	As3	XI-adm	indx
IRIS_313-11818	LETYONE	LETYONE	Myanmar	As3	XI-adm	indx
IRIS_313-11819	PADINTHUMA	PADINTHUMA	Myanmar	As3	XI-3	ind3
IRIS_313-11820	PAKISTANHMWE	PAKISTANHMWE	Myanmar	As3	XI-3	ind3
IRIS_313-11821	19	19	India	As2a	XI-2	ind2
IRIS_313-11822	BHONDU_PAREWA	BHONDU_PAREWA	India	As2a	XI-2	ind2
IRIS_313-11823	BHU_BHUSI	BHU_BHUSI	India	As2a	XI-2	ind2
IRIS_313-11824	DHANIYA_PHOOL	DHANIYA_PHOOL	India	As2a	XI-2	ind2
IRIS_313-11825	HANSRAJ	HANSRAJ	India	As2a	cB_(Bas)	aro
IRIS_313-11826	HIRA_NAKHI	HIRA_NAKHI	India	As2a	cB_(Bas)	aro
IRIS_313-11827	KARI_GURMATIA	KARI_GURMATIA	India	As2a	XI-2	ind2
